,Unnamed: 0,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,occurence,keywords,key_words_count
11,116,Virtual Reality Platform for Systematic Investigation of Multisensory Integration and Training of Closed-Loop Prosthetic Control,K. Phataraphruk; P. VanGilder; C. A. Buneo,"School of Biological and Health Systems Engineering, Arizona State University, Tempe, AZ, USA; School of Biological and Health Systems Engineering, Arizona State University, Tempe, AZ, USA; School of Biological and Health Systems Engineering, Arizona State University, Tempe, AZ, USA",2020 42nd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),27 Aug 2020,2020,,,2942,2945,"Multisensory integration is the process by which information from different sensory modalities is integrated by the nervous system. Understanding this process is important not only from a basic science perspective but also for translational reasons, e.g. for the development of closed-loop neural prosthetic systems. Here we describe a versatile virtual reality platform which can be used to study the neural mechanisms of multisensory integration for the upper limb and could potentially be incorporated into systems for training of robust neural prosthetic control. The platform involves the interaction of multiple computers and programs and allows for selection of different avatar arms and for modification of a selected arm's visual properties. The system was tested with two non-human primates (NHP) that were trained to reach to multiple targets on a tabletop. Reliability of arm visual feedback was altered by applying different levels of blurring to the arm. In addition, tactile feedback was altered by adding or removing physical targets from the environment. We observed differences in movement endpoint distributions that varied between animals and visual feedback conditions, as well as across targets. The results indicate that the system can be used to study multisensory integration in a well-controlled manner.",2694-0604,978-1-7281-1990-8,10.1109/EMBC44109.2020.9175439,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9175439,,Avatars;Visualization;Joints;Multisensory integration;Brain modeling;Animals,avatars;biomechanics;haptic interfaces;medical control systems;neurophysiology;prosthetics,multisensory integration;closed-loop neural prosthetic control;sensory modalities;nervous system;closed-loop neural prosthetic systems;virtual reality;arm visual feedback;avatar arms;upper limb;nonhuman primates,"Animals;Feedback;Feedback, Sensory;Movement;Reproducibility of Results;Virtual Reality",1.0,,11.0,CCBY,27 Aug 2020,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
13,115,A low-cost lighthouse-based virtual reality head tracking system,A. K. T. Ng; L. K. Y. Chan; H. Y. K. Lau,"Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam, Hong Kong; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam, Hong Kong; Department of Industrial and Manufacturing Systems Engineering, The University of Hong Kong, Pokfulam, Hong Kong",2017 International Conference on 3D Immersion (IC3D),11 Jan 2018,2017,,,1,5,"This paper outlines a research and development process of a low-cost head tracking device for virtual reality systems to provide users with a correct 3D visual perspective and basic body interactions. The technology and development tools are based on SteamVR Tracking technology by Valve Corporation. The head tracker involves an integrated electric circuit board and a rigid frame with photodiode sensors attached to a pair of 3D shutter glasses. One or two lighthouse base station(s) achieve the tracking by sending out infrared signals to time-stamp movement. The development process involves iterations of sensor placement simulation, 3D printing of prototype, optical and sensor calibration, and reliability testing. The current prototype can be used in imseCAVE, a CAVE- based system in HKU and has the potential for other applications such as for education or businesses usage.",2379-1780,978-1-5386-4655-7,10.1109/IC3D.2017.8251910,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8251910,Low-cost tracking;infrared sensors;motion tracking;SteamVR tracking;imseCAVE,Tracking;Three-dimensional displays;Base stations;Head;Optical sensors;Glass,calibration;helmet mounted displays;infrared detectors;object tracking;photodiodes;sensor placement;three-dimensional displays;virtual reality,sensor calibration;CAVE- based system;development process;virtual reality systems;correct 3D visual perspective;basic body interactions;development tools;SteamVR Tracking technology;head tracker;integrated electric circuit board;rigid frame;photodiode sensors;3D shutter glasses;lighthouse base station;sensor placement simulation;low-cost lighthouse-based virtual reality head tracking system;low-cost head tracking device;Valve Corporation;infrared signals;time-stamp movement;imseCAVE;HKU,,13.0,,14.0,IEEE,11 Jan 2018,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
14,96,Developing mobile mixed reality application based on user needs and expectations,A. Dhir; T. Olsson; S. Elnaffar,"Department of Computer Science and Engineering, School of Science, Aalto University, Finland; Unit of Human-Centered Technology, Tampere University of Technology, Tampere, Finland; Faculty of Information Technology, United Arab Emirates University, Al-Ain, UAE",2012 International Conference on Innovations in Information Technology (IIT),31 May 2012,2012,,,83,88,"Mixed reality refers to the unification and interaction of the digital and physical environments giving an immersive view of the environment to its users. The aim of our study is to investigate the needs and expectations of the potential users of a futuristic and a novel technology called Mobile Mixed Reality (MMR). Based on the users' impressions and expectations, we developed MMR prototypes representing various scenarios and contexts of use. We observed that the most important factors that play a role when it comes to acceptability are usefulness, personalization, reliability, and relevance. We developed different prototypes that were tested in order to evaluate the prototype acceptability. The understanding provided by the study helped in designing early MMR prototypes. The most intrusive elements that should be supported by any MMR application were found to be usefulness (how useful is the information to any individual), personalization (personify the information with such questions as what, how and when to receive any information), reliability (accuracy and authenticity of the presented information), and relevance (utility and value of the information).",,978-1-4673-1101-4,10.1109/INNOVATIONS.2012.6207780,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6207780,Mobile mixed reality;mobile devices;prototyping;user needs;user expectation;user research,Prototypes;Virtual reality;Mobile communication;Mobile handsets;Context;Business;Educational institutions,augmented reality;mobile computing;social aspects of automation,mobile mixed reality application;user needs;user impressions;user expectation;MMR prototypes;usefulness;personalization;reliability;prototype acceptability;MMR application;information personification;information authenticity;information accuracy;information utility;information value,,3.0,,23.0,IEEE,31 May 2012,,,IEEE,IEEE Conferences,43,"{'reliability', 'mixed', 'reality'}",3
97,4,Design of e-commerce logistics distribution path display system based on virtual reality technology,L. Min,Shandong College of Electronic Technology China,2020 International Conference on Virtual Reality and Intelligent Systems (ICVRIS),21 Sep 2021,2020,,,38,41,"At present, the timeliness of updating path information in e-commerce logistics distribution path display system is poor, which leads to a large deviation between the distribution path displayed by the system and the actual path, low system reliability, and affects the user experience. In order to solve the above problems, a virtual reality based e-commerce logistics distribution path display system is designed. Based on the hardware of the current path display system, the logistics vehicle positioning module using GIS and GPRS is designed, and the interaction between the system and users is realized by using the body sense interactive equipment and VR glasses. Based on the designed system hardware, the software part of the system is designed. According to the time difference of signal transmission, the positioning data of logistics distribution is corrected, and the 3D modeling software is used to establish the background of path display and complete the design of e-commerce logistics distribution path display. The simulation results show that the display error of the system is less than 5% and the reliability is good.",,978-1-7281-9636-7,10.1109/ICVRIS51417.2020.00017,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9539258,Virtual reality technology;e-commerce logistics;distribution path display;system design,Three-dimensional displays;Simulation;Display systems;Virtual reality;Reliability engineering;User experience;Software,electronic commerce;geographic information systems;logistics;packet radio networks;solid modelling;user experience;virtual reality,e-commerce logistics distribution path display system;system hardware;virtual reality technology;user experience;logistics vehicle positioning module;GIS;GPRS;VR glasses;3D modeling software,,,,10.0,IEEE,21 Sep 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
17,93,Touching the Void: Intracranial Stimulation for NeuroHaptic Feedback in Virtual Reality,C. J. Paschall; J. S. Hauptman; R. P. N. Rao; J. G. Ojemann; J. Herron,"University of Washington, Seattle, USA; University of Washington, Seattle, USA; University of Washington, Seattle, USA; University of Washington, Seattle, USA; University of Washington, Seattle, USA","2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",18 Nov 2022,2022,,,317,324,"Direct cortical stimulation of the somatosensory cortex (SI-DCS) has been shown to evoke distinct and localizable percepts, exploitable as neurohaptic feedback. In this study, we leveraged a novel virtual reality (VR) experimental platform to evaluate SI-DCS neurohaptic feedback during naturalistic object interaction. Two human subjects implanted with intracranial electrodes for seizure localization were asked to discriminate between visually identical virtual objects based on their distinct SI-DCS neurohaptic profiles. In a binary discrimination task, neurohaptic feedback was either present or absent while grasping a virtual object. In the ternary discrimination task, neurohaptic feedback was either present in one of two distinct neurohaptic sequences or absent. Both subjects performed significantly above chance in binary and ternary discrimination, demonstrating the efficacy of S1-DCS as neurohaptic feedback. Successful ternary discrimination also demonstrated that different sequences of amplitude-modulated SI-DCS at a single pair of electrodes can evoke discriminable neurohaptic percepts. Moreover, amplitude-modulated SI-DCS sequences were shown to elicit sensorimimetic percepts described as “bumpy” and “smooth” in Subject 1, and as a sensation of movement in the paralyzed hand of Subject 2. Our study demonstrates the reliability and discriminability of both simple and complex SI-DCS for neurohaptic feedback during immersive VR object interaction and supports the use of immersive VR for neurohaptic design towards the development of functional brain computer interface.",2577-1655,978-1-6654-5258-8,10.1109/SMC53654.2022.9945366,National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9945366,virtual reality (VR);neurohaptic;brain computer interface (BCI);ECOG;sEEG;intracortical neural stimulation,Electrodes;Location awareness;Computer interfaces;Virtual reality;Grasping;Reliability engineering;Brain-computer interfaces,biomedical electrodes;brain-computer interfaces;electroencephalography;haptic interfaces;medical signal processing;neurophysiology;virtual reality,amplitude-modulated SI-DCS sequences;binary discrimination task;direct cortical stimulation;discriminable neurohaptic percepts;functional brain computer interface;immersive VR object interaction;intracranial electrodes;intracranial stimulation;naturalistic object interaction;neurohaptic feedback;neurohaptic sequences;seizure localization;sensorimimetic percepts;SI-DCS neurohaptic feedback;somatosensory cortex;ternary discrimination task;virtual reality;visually identical virtual objects,,,,18.0,IEEE,18 Nov 2022,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
66,46,Multimedia System and Information Modelling System for Computer Aided Red Dance Creation with Virtual Reality,L. Xue,"Shandong Youth University of Political Science, Jinan, China",2020 3rd International Conference on Intelligent Sustainable Systems (ICISS),18 Jan 2021,2020,,,146,149,"Multimedia system and the information modelling system for the computer aided red dance creation with virtual reality are implemented in this manuscript. The development and design of the whole system should be based on the high requirements of the stability, reliability and advancement, and the development of the system should adopt dynamic open architecture, the novel multimedia system is implemented. This language expresses the use of data elements, constraints, relationships, rules and the functions to define and classify the resource components. To establish a hierarchy as the resource components, it can be used for the interpretation function. A novel tool is designed to finalize the system. This investigation is compared with the other state-of-the-art approaches has shown the effectiveness.",,978-1-7281-7089-3,10.1109/ICISS49785.2020.9316068,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316068,Multimedia System;Information Modelling;Computer Aided;Virtual Reality,Multimedia systems;Solid modeling;Virtual reality;Data visualization;Big Data;Art;Data models,humanities;multimedia systems;virtual reality,information modelling system;computer aided red dance creation;virtual reality;multimedia system;resource components;interpretation function,,,,18.0,IEEE,18 Jan 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
22,86,Learning-based Strategy for RIS-Assisted Terahertz Virtual Reality Networks,X. Liu; Y. Deng; C. Han; M. Di Renzo,"Department of Engineering, King's College London, London, UK; Department of Engineering, King's College London, London, UK; Terahertz Wireless Communications Laboratory, Shanghai Jiao Tong University, China; Université Paris-Saclay, CNRS, CentraleSupélec, Laboratoire des Signaux et Systèmes, France",2021 IEEE Global Communications Conference (GLOBECOM),2 Feb 2022,2021,,,1,6,"The quality of experience (QoE) requirement of wireless virtual reality (VR) can only be satisfied with high data rate, high reliability, and low VR interaction latency. This high data rate over short transmission distances may be achieved via the abundant spectrum in the terahertz (THz) band. However, THz waves suffer from severe signal attenuation, which may be compensated by the reconfigurable intelligent surface (RIS) technology with adjustable phase-shift of each reflecting element. Motivated by these considerations, in this paper, we propose an RIS-assisted THz VR network in an indoor scenario, taking into account the viewpoint prediction and downlink transmission. We first propose a genie-aided online gated recurrent unit (GRU) and integration of online long-short term memory (LSTM) and convolutional neural network (CNN) algorithm to predict the viewpoint, location, and the line-of-sight (LoS) and non-line-of-sight (NLoS) statuses of the VR users over time, with the aim to optimize the long-term QoE of the VR users. We then develop a constrained deep reinforcement learning algorithm to select the optimal phase shifts of the RIS for the downlink transmission under latency constraints. Simulation results show that the proposed ensemble learning architecture achieves near-optimal QoE as that of an exhaustive algorithm, and about two times improvement in QoE compared to the random phase shift selection scheme.",,978-1-7281-8104-2,10.1109/GLOBECOM46510.2021.9686000,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9686000,Terahertz transmission;reconfigurable intelligent surface;constrained deep reinforcement learning;convolutional neural network;virtual reality,Wireless communication;Simulation;Virtual reality;Reinforcement learning;Streaming media;Prediction algorithms;Downlink,convolutional neural nets;deep learning (artificial intelligence);indoor radio;intelligent materials;quality of experience;recurrent neural nets;reinforcement learning;telecommunication computing;virtual reality,severe signal attenuation;reconfigurable intelligent surface;adjustable phase-shift;reflecting element;VR network;viewpoint prediction;downlink transmission;long-short term memory;convolutional neural network algorithm;line-of-sight;nonline-of-sight;VR users;long-term QoE;constrained deep reinforcement learning algorithm;optimal phase shifts;near-optimal QoE;random phase shift selection scheme;RIS-assisted terahertz virtual reality networks;experience requirement;wireless virtual reality;high data rate;high reliability;low VR interaction;short transmission distances;abundant spectrum;terahertz band;learning-based strategy;quality of experience;indoor scenario;genie-aided online gated recurrent unit,,,,15.0,IEEE,2 Feb 2022,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
23,84,Viewpoint Prediction and Uplink Retransmission for Wireless Virtual Reality (VR) Network,X. Liu; Y. Deng,"Department of Engineering, King’s College London, London, UK; Department of Engineering, King’s College London, London, UK",ICC 2021 - IEEE International Conference on Communications,6 Aug 2021,2021,,,1,6,"Wireless Virtual Reality (VR) users are able to enjoy immersive experience from anywhere at anytime. However, providing full spherical VR video with high quality under limited VR interaction latency is challenging. If the viewpoint of the VR user can be predicted in advance, only the required viewpoint is needed to be rendered and delivered, which can reduce the VR interaction latency. Therefore, in this paper, we use online learning algorithms to predict viewpoint of the VR user using real VR dataset. For the online learning algorithm, based on the VR user’s actual viewpoint delivered through uplink transmission, we compare it with the predicted viewpoint and update the parameters of the online learning algorithm to further improve the prediction accuracy. To guarantee the reliability of the uplink transmission, we integrate the Proactive retransmission scheme into our proposed online learning algorithm. Simulation results show that the online learning algorithm integrated with the proactive retransmission scheme can achieve about 5% prediction error.",1938-1883,978-1-7281-7122-7,10.1109/ICC42927.2021.9500329,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9500329,Viewpoint prediction;uplink retransmission;online learning;virtual reality (VR),Wireless communication;Solid modeling;Simulation;Conferences;Immersive experience;Artificial neural networks;Prediction algorithms,learning (artificial intelligence);video signal processing;virtual reality,online learning algorithm;proactive retransmission scheme;wireless virtual reality network;spherical VR video;Viewpoint Prediction;Uplink Retransmission,,1.0,,12.0,IEEE,6 Aug 2021,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
24,83,Virtual Reality Mobile Application Testing in a 5G Testbed,S. K. Datta,"Digiotouch OU, Estonia",2019 Eleventh International Conference on Ubiquitous and Future Networks (ICUFN),22 Aug 2019,2019,,,455,459,"This paper describes an experiment for a Virtual Reality (VR) mobile application testing in a 5G testbed. The application in its current state streams high quality multimedia content from a Cloud server creating an immersive experience for the end user. While loading the 3D environment from the Cloud server, high LTE network latency and high power consumption are observed. In this context, utilizing Multi-Access Edge Computing (MEC) and 5G technologies can bring many benefits to the VR application. An experiment has been designed to test the application in a 5G testbed and metrics in terms of reliability, power consumption, network resources consumption, and user experience are noted. The paper reports the experiment, testbed tools, results obtained, and upgrades performed to VR application.",2165-8536,978-1-7281-1340-1,10.1109/ICUFN.2019.8806058,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8806058,5G;Virtual Reality;Testbed,Streaming media;5G mobile communication;Servers;Three-dimensional displays;Power demand;Smart phones;Testing,cloud computing;Long Term Evolution;mobile computing;multimedia computing;program testing;virtual reality,immersive experience;VR application;user experience;multimedia content;cloud server;LTE network;virtual reality mobile application testing,,3.0,,3.0,IEEE,22 Aug 2019,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
29,72,Risk-Based Optimization of Virtual Reality over Terahertz Reconfigurable Intelligent Surfaces,C. Chaccour; M. N. Soorki; W. Saad; M. Bennis; P. Popovski,"Wireless@ VT, Virginia Tech, Blacksburg, VA, USA; Faculty of Engineering, Shahid Chamran University of Ahvaz, Ahvaz, Iran; Wireless@ VT, Virginia Tech, Blacksburg, VA, USA; Centre for Wireless Communications, University of Oulu, Finland; Department of Electronic Systems, Aalborg University, Denmark",ICC 2020 - 2020 IEEE International Conference on Communications (ICC),27 Jul 2020,2020,,,1,6,"In this paper, the problem of associating reconfigurable intelligent surfaces (RISs) to virtual reality (VR) users is studied for a wireless VR network. In particular, this problem is considered within a cellular network that employs terahertz (THz) operated RISs acting as base stations. To provide a seamless VR experience, high data rates and reliable low latency need to be continuously guaranteed. To address these challenges, a novel risk-based framework based on the entropic value-at-risk is proposed for rate optimization and reliability performance. Furthermore, a Lyapunov optimization technique is used to reformulate the problem as a linear weighted function, while ensuring that higher order statistics of the queue length are maintained under a threshold. To address this problem, given the stochastic nature of the channel, a policy-based reinforcement learning (RL) algorithm is proposed. Since the state space is extremely large, the policy is learned through a deep-RL algorithm. In particular, a recurrent neural network (RNN) RL framework is proposed to capture the dynamic channel behavior and improve the speed of conventional RL policy-search algorithms. Simulation results demonstrate that the maximal queue length resulting from the proposed approach is only within 1% of the optimal solution. The results show a high accuracy and fast convergence for the RNN with a validation accuracy of 91.92%.",1938-1883,978-1-7281-5089-5,10.1109/ICC40277.2020.9149411,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9149411,Virtual Reality;Terahertz;Reliability,Reliability;Wireless communication;Optimization;Delays;Heuristic algorithms;Virtual reality;Recurrent neural networks,computer networks;learning (artificial intelligence);optimisation;queueing theory;recurrent neural nets;stochastic processes;virtual reality,cellular network;RISs;base stations;seamless VR experience;high data rates;risk-based framework;entropic value-at-risk;rate optimization;Lyapunov optimization technique;linear weighted function;higher order statistics;policy-based reinforcement learning algorithm;deep-RL algorithm;recurrent neural network RL framework;dynamic channel behavior;maximal queue length;risk-based optimization;terahertz reconfigurable intelligent surfaces;virtual reality users;wireless VR network;RL policy-search algorithms,,36.0,,21.0,IEEE,27 Jul 2020,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
25,82,Designing Collaborative and Coordinated Virtual Reality Training Integrated with Virtual and Physical Factories,E. Yildiz; M. Melo; C. Møller; M. Bessa,"Center for Industrial Production, Aalborg University, Aalborg, Denmark; Institute for Systems and Computer Engineering, Technology and Science, INESC TEC, Porto, Portugal; Center for Industrial Production, Aalborg University, Aalborg, Denmark; University of Trá s-os-Montes e Alto Douro (UTAD), Vila Real, Portugal",2019 International Conference on Graphics and Interaction (ICGI),14 Jan 2020,2019,,,48,55,"Rapidly changing customer demands, regulations and technologies drive the complexity of products, processes and production systems, as well as shorter product and factory lifecycles. In order to handle such complexity while decreasing the time-to-market, immersive virtual reality (VR) technologies are increasingly being used in industry to support product and factory lifecycle engineering processes, such as (re)design, validation and verification, learning and training. However, the design and development of multi-user VR training for complex and manual production processes remain a challenge for industry. The integration of VR training simulations with virtual and physical factories could support the handling of such obstacles in terms of efficiency and effectiveness by increasing the precision, accuracy and reliability of data used in VR simulations. In this study, we present a collaborative and coordinated VR training model and its data integration with virtual factory tools and manufacturing execution systems for a wind turbine assembly scenario. A demonstration has been performed and evaluated by industry experts. The preliminary evaluation results show that integrated collaborative VR training has significant potential for more efficient and effective training, as well as enabling new use cases for industry.",,978-1-7281-6378-9,10.1109/ICGI47575.2019.8955033,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8955033,Virtual Reality;Virtual Factory;Collaborative Virtual Reality Training;Virtual Reality Simulation,Training;Solid modeling;Collaboration;Industries;Data models;Production facilities,assembling;computer based training;data integration;groupware;industrial training;manufacturing systems;production facilities;time to market;virtual manufacturing;virtual reality;wind turbines,customer demands;production systems;immersive virtual reality technologies;factory lifecycle engineering processes;multiuser VR training;manual production processes;VR training simulations;virtual factories;physical factories;VR simulations;collaborative VR training model;coordinated VR training model;data integration;virtual factory tools;manufacturing execution systems;integrated collaborative VR training;collaborative virtual reality training;coordinated virtual reality training;time-to-market;wind turbine assembly scenario,,12.0,,37.0,IEEE,14 Jan 2020,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
28,75,A portable virtual reality balance device to assess mild traumatic brain injury symptoms: A pilot validation study,W. G. Wright; J. McDevitt; K. O. Appiah-Kubi,"Department of Physical Therapy Department of Bioengineering Temple University, Philadelphia, PA, USA; Department of Kinesiology Temple University, Philadelphia, PA, USA; Department of Physical Therapy Temple University, Philadelphia, PA, USA",2015 International Conference on Virtual Rehabilitation (ICVR),17 Dec 2015,2015,,,72,79,"Mild traumatic brain injury (mTBI) following a head impact or blast exposure can cause diffuse injury to the brain, which can affect sensorimotor, cognitive, and emotional processes. Among the most common sensorimotor symptoms of mTBI is balance impairment. A commonly used assessments of balance following mTBI is the sensory organization test (SOT). This test has shown that postural deficits following head injury may be due to visual-vestibular processing issues, but it is less sensitive to unremitting symptoms that do not spontaneously resolve within a week. Our current project involves demonstrating validity and reliability of a novel low-cost, portable virtual reality-based balance screening device that employs established principles of sensorimotor reweighting and visual-vestibular integration. The goal is to determine if it can replace existing tools that are either prohibitively expensive or lack reliability or sensitivity. Methods: Healthy adults with no known musculoskeletal or neurological injury (n=27; 17 males, 10 females; 22.1±3.9 years) were tested to establish healthy norms. Individuals with mTBI (n=8; 4 males, 4 females; 20.0±1.7 years) were compared to the healthy norms. The new VR-based balance assessment system consists of a Wii balance board (WBB), a large screen television, and a custom-designed software user interface used to collect and process data. Subjects performed six upright postural tasks (three visual conditions either standing directly on the WBB or on foam placed on the WBB). Subjects viewed a virtual reality scene displayed on a 60"" television. The three visual conditions were Static Scene, Dark Scene, and Dynamic Scene (Roll at 60 deg/s). The WBB recorded COP at 100Hz for 30 sec. Dependent variables included COP velocity, root mean square, and sway area. Subjects also performed the sensory organization test (SOT), which can be used as criterion-measures for intraclass correlations with the new device. Results: Preliminary data on healthy subjects validates effectiveness of the device to reduce postural stability as sensory input reliability and availability decreases. Additionally, ur results reveal that individuals with mTBI have significantly worse balance scores on the new VR-device (p<;0.001). This highlights its sensitivity to balance disturbance even if when testing a small sample. Comparison of the new device to SOT shows good criterion validity with ROC curves revealing sensitivity/specificity equal or higher than the SOT. COP sway area, velocity, and standard deviation of medial-lateral and anterior-posterior sway were all sensitive dependent variables. In conclusion, this study helps demonstrate that our new VR-based assessment tool is a valid measure for detecting balance related changes in neurologically impaired individuals and can potentially replace much more expensive equipment. Using postural control as an outcome measure of brain injury may help improve identification of individuals with sub-acute symptoms which may be used to guide rehabilitation and clinical decision-making.",2331-9569,978-1-4799-8984-3,10.1109/ICVR.2015.7358591,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7358591,vestibular;visual;virtual environment;concussion,Reliability;Brain injuries;Organizations;Sensitivity;TV;Visualization,biomedical equipment;bone;decision making;injuries;mean square error methods;medical computing;neurophysiology;orthopaedics;reliability;virtual reality,portable virtual reality balance device;mild traumatic brain injury symptoms;head impact;blast exposure;diffuse injury;cognition;emotional processes;sensorimotor symptoms;sensory organization testing;mTBI;head injury;visual-vestibular processing;unremitting symptoms;portable virtual reality-based balance screening device;visual-vestibular integration;healthy adults;musculoskeletal injury;neurological injury;VR-based balance assessment system;Wii balance board;large screen television;custom-designed software;user interface;upright postural tasks;virtual reality;visual conditions;COP velocity;root mean square;postural stability;sensory input reliability;ROC curves;COP sway area;standard deviation;medial-lateral sway;anterior-posterior sway;sensitive dependent variables;VR-based assessment tool;neurologically impaired individuals;postural control;subacute symptoms;rehabilitation;clinical decision-making;frequency 100 Hz;time 30 s,,2.0,,31.0,IEEE,17 Dec 2015,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
26,80,Design and application of intelligent patrol system based on virtual reality,Z. Huang; D. Chen; M. Wang,"School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China",2017 IEEE International Conference on Robotics and Biomimetics (ROBIO),26 Mar 2018,2017,,,1194,1199,"With the development of society, the size and numbers of large-scale places such as shopping malls and airports continue to expand and the need for security automation increases. Patrol robot is a comprehensive system with environmental awareness, route planning, dynamic decision making, behavior decision making and so on [1]. The existing patrols are mainly inefficient manual patrols and it is a viable solution to make patrol robots achieve regular, fixed patrol or interrupted patrol in a complex environment. As a technology with excellent human-computer interaction, virtual reality can be applied to patrol robots and it can improve efficiency and reliability of patrol task. Based on the modeling of known patrol environment, 3 modules based on C++ programming language, which include virtual display module, registration module based on OpenCV visual library, robot remote control module based on TCP/IP protocol, were developed in the paper. This above 3 modules make the system achieve the remote control function and online patrol function of patrol robot. In addition, the realistic sense of the virtual reality technology and the accuracy of registration technology has been proved been proved by experiments.",,978-1-5386-3742-5,10.1109/ROBIO.2017.8324580,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8324580,patrol robot;virtual reality;registration module,Robot kinematics;Webcams;Solid modeling;Three-dimensional displays;Virtual environments,control engineering computing;decision making;mobile robots;programming languages;security of data;telerobotics;transport protocols;virtual reality,manual patrols;TCP/IP protocol;C++ programming language;registration module;OpenCV visual library;security automation;virtual reality technology;online patrol function;robot remote control module;virtual display module;behavior decision making;dynamic decision making;patrol robot;intelligent patrol system,,4.0,,11.0,IEEE,26 Mar 2018,,,IEEE,IEEE Conferences,43,"{'reliability', 'virtual', 'reality'}",3
